SNO,BHK,Sq. ft.,Crime rate(%),Distance from Hospital,Distance from Workplace, Distance from Market,Distance from Rly. Station,Rent
12588,1,635,27,7,6,4,2,6572
12589,3,1330,34,2,5,2,9,13548
12590,3,1020,26,6,10,5,9,11501
12591,2,415,1,6,1,1,5,5237
12592,3,924,18,3,5,7,3,10860
12593,1,575,23,2,6,4,6,6129
12594,3,1398,27,8,10,9,2,11684
12595,2,482,4,6,10,7,4,5116
12596,2,527,35,8,2,5,10,6774
12597,2,581,12,8,3,5,2,6846
12598,1,424,35,10,7,8,8,4716
12599,3,1170,31,9,9,10,7,13345
12600,2,407,19,8,4,4,7,4776
12601,3,1124,12,10,10,4,4,12414
12602,3,828,20,2,2,10,1,8101
12603,1,501,21,4,5,4,5,5111
12604,1,488,38,6,4,7,1,4903
12605,1,367,14,7,7,9,6,3907
12606,1,554,25,2,3,8,5,6946
12607,2,378,33,1,9,10,3,4020
12608,1,444,1,8,7,7,8,4792
12609,2,358,33,3,10,8,8,3810
12610,2,515,1,9,1,9,7,6453
12611,1,492,19,9,4,3,3,5008
12612,2,428,38,2,7,9,7,5484
12613,2,606,30,6,7,7,10,6647
12614,3,965,10,8,4,1,1,11442
12615,2,355,8,4,5,5,9,4318
12616,3,887,33,10,6,9,1,11003
12617,3,807,17,4,3,4,8,7360
12618,3,1278,22,1,1,3,8,12864
12619,3,1230,24,10,4,4,3,13129
12620,1,370,8,1,3,1,4,3734
12621,3,1398,40,5,2,4,4,13796
12622,1,433,14,2,6,9,8,4810
12623,1,585,36,2,2,6,10,6954
12624,3,1396,39,3,1,10,10,13556
12625,3,1169,27,3,10,10,9,13045
12626,3,922,19,10,8,6,4,10038
12627,2,585,40,4,4,9,10,6798
12628,3,1212,28,1,10,3,8,13163
12629,1,530,5,2,4,1,10,6805
12630,3,1374,10,6,5,3,2,13193
12631,3,1003,28,8,9,8,8,12944
12632,3,1371,17,4,3,8,10,11773
12633,2,408,21,8,10,6,4,5082
12634,3,1331,36,7,3,5,2,12591
12635,3,1285,1,7,5,6,10,13839
12636,1,351,35,8,7,4,2,4386
12637,1,641,33,10,7,9,7,6582
12638,1,505,5,3,3,8,8,6290
12639,3,1354,15,6,7,2,1,13842
12640,2,453,17,7,6,2,3,4559
12641,3,1321,21,8,10,2,7,12535
12642,2,564,35,2,5,3,7,6697
12643,2,438,39,9,1,9,5,4638
12644,3,873,35,5,9,5,6,10425
12645,2,463,10,8,9,6,6,5248
12646,1,416,2,10,1,7,10,5112
12647,3,1392,28,9,10,2,2,12858
12648,1,474,6,4,10,6,1,4711
12649,2,445,32,9,8,10,10,5468
12650,1,474,30,9,4,8,4,5307
12651,3,1294,29,5,8,3,5,13696
12652,2,430,5,10,6,7,8,5229
12653,2,403,10,3,5,4,8,5027
12654,1,481,17,10,6,3,7,4579
12655,1,368,24,7,5,2,4,3921
12656,3,932,24,4,10,1,10,10120
12657,3,956,21,6,4,8,2,9050
12658,2,555,3,3,3,6,4,6605
12659,2,377,14,9,1,7,1,4401
12660,3,1070,5,9,1,7,7,12424
12661,3,826,14,7,7,9,9,8764
12662,2,493,12,5,3,1,9,5058
12663,1,553,24,8,10,2,2,6360
12664,1,371,23,8,2,8,2,4129
12665,3,1400,33,6,7,9,6,12907
12666,3,907,16,3,1,5,3,10644
12667,1,482,10,8,8,3,7,5134
12668,2,448,31,8,10,3,5,4543
12669,3,871,2,9,6,4,10,11244
12670,1,427,17,8,5,4,3,5023
12671,1,431,28,3,2,2,8,4586
12672,3,1356,18,8,6,8,2,11875
12673,2,367,4,5,7,7,1,4230
12674,2,541,28,7,8,5,9,6242
12675,2,610,2,4,7,2,8,6024
12676,3,983,6,2,7,9,2,9302
12677,2,625,33,6,2,5,8,6637
12678,1,617,39,9,5,2,1,6162
12679,1,594,1,2,3,9,3,6807
12680,3,825,21,7,2,9,5,7906
12681,3,1011,39,9,6,1,8,11869
12682,1,374,14,7,7,5,1,4232
12683,1,594,38,1,10,6,8,6142
12684,1,533,16,9,6,4,6,6632
12685,3,897,30,8,2,3,7,10452
12686,2,576,15,9,3,6,1,6717
12687,2,553,31,10,4,10,4,6083
12688,3,1067,32,6,4,1,3,11596
12689,1,362,8,8,2,6,6,3915
12690,3,1202,1,9,3,8,10,13646
12691,1,416,37,4,8,5,9,5004
12692,3,832,27,8,6,5,6,7483
12693,3,1017,24,2,1,5,2,13886
12694,2,593,1,5,5,8,9,6121
12695,3,982,39,9,1,8,3,9315
12696,1,391,33,8,4,1,2,4011
12697,1,633,4,1,1,1,1,6552
12698,3,819,8,1,2,6,2,8223
12699,2,528,34,3,4,1,1,6295
12700,2,447,16,1,7,8,3,4725
12701,1,439,8,3,9,3,3,4893
12702,1,596,3,8,3,2,1,6598
12703,3,868,10,8,6,4,8,11349
12704,3,1201,31,6,10,4,4,12589
12705,2,633,6,2,10,7,7,6622
12706,3,1381,14,4,7,5,7,13076
12707,3,1325,2,6,5,3,8,13446
12708,2,576,15,10,4,8,6,6178
12709,2,442,37,2,2,6,6,5190
12710,2,545,27,9,7,10,2,6268
12711,2,410,27,4,2,9,8,5429
12712,2,381,34,6,2,9,4,4476
12713,2,376,3,5,3,7,4,4037
12714,1,519,4,7,6,1,1,6483
12715,2,491,19,4,1,10,2,5268
12716,2,575,24,2,3,1,8,6008
12717,3,1341,31,6,4,8,6,12218
12718,3,1165,4,5,2,6,2,13454
12719,2,545,38,2,1,7,3,6217
12720,2,609,1,4,3,1,2,6099
12721,1,463,5,8,8,3,5,5227
12722,2,640,14,9,9,8,6,6968
12723,2,491,29,1,2,6,2,5192
12724,1,403,5,1,4,6,10,4627
12725,1,389,39,6,5,6,1,3950
12726,1,572,6,6,5,9,5,6435
12727,1,607,24,3,10,6,9,6090
12728,2,559,23,6,9,4,5,6746
12729,3,1238,1,3,9,2,10,12279
12730,1,411,32,3,1,3,1,4890
12731,3,829,22,1,1,4,6,8720
12732,1,390,27,8,6,8,6,3752
12733,1,640,24,2,5,6,8,6986
12734,2,459,17,6,2,5,2,4837
12735,1,611,32,10,3,4,6,6127
12736,2,566,6,10,4,9,6,6268
12737,2,595,24,4,5,3,3,6034
12738,2,417,12,8,1,1,4,5270
12739,2,546,20,10,2,1,3,6900
12740,2,575,27,2,1,9,9,6859
12741,3,970,8,2,1,3,2,9072
12742,2,650,8,7,5,1,1,6982
12743,2,601,20,6,8,10,9,6307
12744,3,1144,22,1,10,10,2,13807
12745,2,473,35,8,4,9,1,4668
12746,3,1241,25,6,4,2,1,13374
12747,2,440,26,4,4,1,1,4738
12748,1,501,1,10,10,2,5,4729
12749,2,647,13,4,8,1,1,6075
12750,1,635,6,1,8,6,1,6892
12751,3,1025,34,4,1,7,2,11532
12752,2,542,32,7,3,8,8,6545
12753,3,1235,7,2,10,1,10,12607
12754,2,521,29,6,1,6,8,6681
12755,2,599,39,8,1,4,6,6655
12756,3,1373,17,5,10,6,2,13227
12757,2,539,36,6,6,3,7,6076
12758,1,413,19,5,5,4,2,4677
12759,1,575,8,6,8,7,10,6697
12760,1,466,30,10,6,7,2,5260
12761,1,456,35,2,2,9,4,5139
12762,2,531,29,4,3,6,4,6396
12763,1,524,38,9,9,3,4,6861
12764,1,435,22,9,6,7,5,5207
12765,3,1399,12,4,4,7,1,12291
12766,2,469,39,10,8,1,7,5385
12767,1,500,3,10,9,8,7,4771
12768,3,902,9,5,2,3,7,9460
12769,1,642,28,6,7,1,2,6729
12770,2,642,26,8,3,6,4,6128
12771,3,1139,23,9,1,10,8,12897
12772,3,1064,30,9,5,1,5,13928
12773,3,1160,29,6,7,1,1,12800
12774,1,646,12,6,9,9,1,6536
12775,2,425,23,6,9,5,2,4694
12776,2,450,10,7,2,3,7,4740
12777,1,553,4,4,9,2,10,6008
12778,3,900,18,5,8,4,8,9913
12779,2,403,38,6,8,1,5,4618
12780,3,1286,9,5,1,10,9,13588
12781,3,1302,37,1,1,1,8,13126
12782,1,582,20,5,9,7,7,6538
12783,1,497,7,10,7,10,4,4674
12784,2,535,18,7,10,5,9,6683
12785,3,1285,29,7,3,4,1,11875
12786,2,648,27,9,7,1,4,6096
12787,2,598,30,9,10,6,3,6960
12788,3,1363,13,4,7,10,10,12472
12789,3,1226,20,2,9,10,4,12636
12790,1,361,23,2,6,3,5,3746
12791,1,557,19,5,5,2,4,6267
12792,1,388,5,3,8,5,5,4179
12793,1,478,32,9,9,6,3,5062
12794,2,473,5,5,3,5,4,4546
12795,2,547,7,7,3,10,9,6403
12796,2,531,38,10,1,6,10,6032
12797,3,1152,40,3,5,4,6,12463
12798,3,897,2,9,1,6,9,9392
12799,3,1398,21,1,8,6,10,12349
12800,2,544,27,3,4,1,2,6424
12801,1,394,30,10,10,2,8,4331
12802,1,609,23,2,10,5,3,6053
12803,3,924,12,2,2,5,8,11314
12804,1,609,31,9,1,1,7,6366
12805,2,470,1,7,4,1,6,4702
12806,2,631,39,3,4,4,3,6873
12807,2,520,19,6,10,1,1,6985
12808,1,601,28,7,10,1,3,6816
12809,2,427,34,1,10,6,2,4867
12810,2,627,39,3,4,7,9,6890
12811,3,1250,16,10,8,10,9,12516
12812,1,473,36,3,10,6,5,5155
12813,2,395,12,4,4,9,6,4233
12814,3,1023,18,6,6,10,8,12911
12815,1,480,14,5,5,7,10,5282
12816,1,535,31,7,7,6,9,6591
12817,2,458,16,5,10,8,10,4826
12818,2,470,21,7,4,10,8,5479
12819,3,1043,11,7,5,9,6,13104
12820,3,1264,12,3,9,10,10,12994
12821,3,925,4,3,2,6,2,9796
12822,1,400,25,4,10,4,7,3700
12823,1,593,10,1,7,1,3,6191
12824,1,419,12,3,1,6,6,5147
12825,3,1232,10,10,1,3,7,12943
12826,2,496,7,5,9,5,6,4784
12827,2,446,26,1,1,7,9,5249
12828,3,1053,34,10,6,7,9,12938
12829,3,1340,17,3,3,8,7,13307
12830,2,534,38,3,8,2,2,6136
12831,3,820,31,10,9,5,4,8048
12832,1,459,24,10,10,5,2,4653
12833,3,953,22,6,9,9,6,10502
12834,3,1069,28,7,4,10,4,11547
12835,3,1147,30,9,10,5,4,12011
12836,1,568,32,8,3,8,5,6949
12837,2,553,25,5,3,9,9,6061
12838,2,497,12,7,8,4,6,4966
12839,1,521,19,2,9,9,4,6077
12840,3,1126,4,4,6,5,5,13462
12841,2,608,19,4,1,5,4,6347
12842,1,620,3,5,4,4,9,6495
12843,1,595,26,8,4,10,2,6374
12844,2,605,38,7,5,5,6,6120
12845,1,443,2,7,9,3,10,4819
12846,3,1190,4,10,3,7,6,12816
12847,1,482,35,2,8,5,8,4904
12848,1,485,33,3,9,2,8,5002
12849,2,551,27,9,6,3,6,6472
12850,2,372,20,2,8,7,6,3734
12851,1,474,37,6,8,9,3,4512
12852,1,441,32,4,10,5,6,5132
12853,3,1109,10,7,5,9,8,13720
12854,1,532,17,6,3,5,3,6858
12855,1,639,24,7,4,7,2,6512
12856,2,541,20,10,4,7,9,6062
12857,3,877,14,7,3,6,1,9436
12858,3,890,34,5,2,1,4,11348
12859,3,1088,35,10,8,9,6,12655
12860,2,568,8,9,1,10,8,6423
12861,1,371,25,6,3,6,6,3838
12862,3,1122,39,6,10,10,8,12220
12863,3,1162,33,4,2,8,6,12954
12864,1,496,7,3,7,9,6,5472
12865,1,648,16,10,1,10,8,6684
12866,2,631,39,9,8,10,3,6719
12867,2,467,12,9,1,8,1,4903
12868,3,987,37,3,2,5,7,10736
12869,2,636,36,7,8,1,3,6636
12870,1,648,22,5,7,3,4,6162
12871,2,420,12,8,4,1,7,5013
12872,2,600,35,2,5,9,3,6390
12873,1,564,3,5,2,3,10,6084
12874,2,462,28,10,3,10,3,4712
12875,3,1098,37,7,3,7,10,13615
12876,2,466,10,3,4,1,7,4996
12877,2,600,27,3,9,9,7,6551
12878,3,1000,21,3,6,10,10,11374
12879,3,1288,10,1,1,8,8,12773
12880,3,850,20,3,3,8,9,7367
12881,3,954,23,8,3,2,10,10568
12882,1,434,36,9,9,8,4,4843
12883,1,573,24,7,6,10,9,6566
12884,3,865,30,10,2,2,2,9118
12885,1,598,5,4,10,1,7,6700
12886,1,548,21,8,1,10,9,6749
12887,2,592,3,5,7,10,1,6090
12888,2,388,24,6,4,6,7,4066
12889,2,561,5,4,10,8,1,6577
12890,1,392,36,6,10,3,10,3707
12891,3,920,22,5,9,10,5,9504
12892,3,1253,33,3,7,5,4,12070
12893,1,447,27,10,3,6,2,5042
12894,2,485,3,10,9,5,9,4930
12895,1,414,2,10,6,10,7,4736
12896,2,507,19,1,9,9,2,6919
12897,1,404,12,2,4,4,4,4731
12898,3,1200,2,10,8,1,10,13794
12899,3,1228,26,3,3,1,10,11955
12900,2,381,23,7,6,1,4,4297
12901,3,975,12,7,6,6,5,9585
12902,2,506,40,10,5,8,6,6753
12903,2,553,7,9,10,8,6,6547
12904,1,476,23,6,1,3,1,4725
12905,2,394,20,6,10,3,8,4445
12906,2,649,31,5,3,5,4,6510
12907,3,875,40,8,2,7,1,9038
12908,1,606,1,9,6,10,7,6806
12909,2,525,30,7,8,4,5,6680
12910,2,547,32,5,9,6,7,6628
12911,1,495,40,7,7,8,10,5156
12912,3,1194,6,8,4,2,3,13240
12913,3,1331,29,1,1,9,9,12135
12914,2,465,8,1,9,10,10,5332
12915,2,473,11,10,1,6,5,5483
12916,1,377,22,2,6,10,3,4360
12917,1,610,24,10,8,8,1,6483
12918,3,1338,26,3,6,8,2,12766
12919,1,608,13,3,9,3,7,6801
12920,2,586,2,3,1,1,4,6327
12921,3,1219,32,2,10,7,8,11783
12922,3,942,3,8,6,8,10,9000
12923,2,548,24,5,2,1,2,6565
12924,1,439,32,4,2,2,6,4987
12925,2,469,31,6,9,6,8,4760
12926,2,418,27,8,7,3,6,4830
12927,3,1169,25,9,8,2,6,13364
12928,1,582,29,6,3,4,6,6861
12929,3,903,37,3,8,9,10,11344
12930,1,386,24,5,3,2,10,4456
12931,1,386,27,6,5,4,2,3832
12932,3,849,1,6,5,2,1,8503
12933,2,557,38,9,2,2,9,6451
12934,3,1398,33,4,2,1,9,13518
12935,1,570,13,9,3,8,2,6134
12936,2,647,2,3,5,6,5,6279
12937,1,493,21,10,5,2,4,4541
12938,2,591,25,3,8,4,3,6565
12939,3,947,20,8,10,7,5,9157
12940,2,648,40,4,3,4,8,6586
12941,1,629,30,3,3,5,7,6432
12942,2,362,11,10,9,1,1,3839
12943,3,1215,28,8,7,8,1,12820
12944,2,452,18,1,8,8,2,5425
12945,3,922,16,6,8,2,4,9397
12946,1,546,10,2,4,4,5,6712
12947,2,388,23,4,7,2,10,3721
12948,3,1092,20,2,2,1,4,13887
12949,1,414,27,3,2,3,7,5136
12950,2,552,32,10,7,8,4,6376
12951,2,375,39,5,2,3,5,3887
12952,3,1338,2,7,7,10,9,12111
12953,2,599,8,2,8,3,9,6682
12954,1,503,10,8,5,2,1,6206
12955,2,588,37,9,9,1,8,6311
12956,3,1092,8,2,2,8,1,12577
12957,2,607,24,10,10,2,9,6218
12958,2,523,3,3,10,1,5,6459
12959,3,1004,36,4,9,10,5,13712
12960,1,508,26,1,4,3,4,6428
12961,2,452,15,8,5,10,2,5197
12962,3,1242,25,2,4,9,7,13572
12963,2,624,26,3,8,8,2,6041
12964,1,648,23,9,10,7,2,6084
12965,3,1311,8,9,6,1,9,13094
12966,2,497,20,3,1,1,8,4954
12967,2,590,17,5,2,5,3,6751
12968,1,433,23,4,7,2,3,4530
12969,3,1024,35,9,9,3,9,13164
12970,1,471,15,8,4,3,8,4518
12971,1,401,30,6,1,8,4,3732
12972,3,1129,35,5,6,7,3,11782
12973,2,357,14,9,2,8,4,3886
12974,3,1099,33,2,4,5,5,13898
12975,2,407,40,2,4,4,9,4645
12976,1,472,37,8,3,8,2,4603
12977,1,506,36,8,2,8,1,6672
12978,1,447,26,5,8,6,7,4535
12979,3,1048,37,5,3,3,10,12000
12980,1,461,17,3,9,3,6,5290
12981,1,354,11,1,6,8,7,4061
12982,2,640,24,4,10,5,3,6627
12983,1,595,15,6,8,1,2,6205
12984,2,414,20,9,4,2,10,4852
12985,2,397,18,8,5,5,1,4154
12986,3,816,26,7,4,6,5,8870
12987,1,431,10,8,3,5,4,5186
12988,2,598,13,7,3,4,4,6786
12989,2,460,33,2,3,8,1,4779
12990,1,474,11,6,10,8,6,4756
12991,1,364,12,3,4,7,5,3910
12992,2,592,30,7,6,9,10,6653
12993,2,404,8,8,2,1,7,5414
12994,1,502,19,3,7,5,1,6400
12995,3,866,24,6,3,1,7,11370
12996,2,510,1,3,6,6,7,6125
12997,2,519,18,8,7,9,10,6463
12998,3,1283,14,2,2,5,6,11839
12999,1,353,3,7,10,1,5,3751
13000,3,889,27,2,1,7,4,9340
13001,2,455,20,2,7,1,3,4977
13002,2,416,4,2,3,7,1,5060
13003,2,566,17,7,3,8,10,6154
13004,2,403,8,6,8,8,8,4595
13005,2,398,33,9,1,5,3,4118
13006,2,382,26,1,6,3,2,4333
13007,2,555,30,9,10,2,10,6610
13008,1,634,8,8,9,10,5,6232
13009,1,461,22,2,1,6,8,5288
13010,3,956,24,5,3,7,4,9595
13011,1,522,18,6,9,6,9,6165
13012,3,1363,6,3,2,8,10,11599
13013,2,612,8,10,6,10,5,6250
13014,1,487,21,10,5,5,7,4894
13015,2,440,37,4,3,7,7,4665
13016,2,621,11,8,10,7,3,6865
13017,1,569,1,10,10,1,5,6394
13018,3,1072,22,4,2,3,10,12478
13019,1,495,10,4,7,8,6,4726
13020,3,849,9,10,1,8,2,7654
13021,1,546,20,1,6,2,4,6939
13022,2,587,40,4,1,4,10,6867
13023,2,546,26,4,2,2,10,6720
13024,1,650,32,8,9,1,8,6647
13025,3,955,7,10,5,4,4,9507
13026,2,535,29,7,1,10,5,6233
13027,2,511,35,9,6,10,7,6769
13028,3,908,26,7,10,6,3,9419
13029,1,604,9,6,8,5,8,6642
13030,2,415,6,3,6,8,6,4522
13031,2,526,14,2,7,6,4,6967
13032,2,545,31,5,3,10,2,6531
13033,1,376,18,7,2,9,5,4099
13034,2,624,9,10,10,10,7,6866
13035,1,515,40,5,7,1,1,6692
13036,3,1327,10,5,4,4,2,12236
13037,2,463,13,1,2,4,4,4565
13038,2,388,40,1,3,7,5,3933
13039,1,368,7,10,5,5,1,3985
13040,2,650,22,3,2,9,7,6457
13041,1,620,20,4,1,1,10,6522
13042,1,541,27,4,9,1,3,6241
13043,1,558,37,5,6,9,4,6116
13044,2,612,39,3,1,6,8,6005
13045,2,487,39,2,5,3,2,5467
13046,1,626,40,7,1,2,9,6203
13047,1,472,35,3,1,9,3,5060
13048,3,853,35,4,10,7,6,10293
13049,3,889,39,4,10,10,10,10911
13050,2,573,4,3,5,6,6,6886
13051,2,408,10,4,2,9,6,5360
13052,1,484,14,7,8,9,10,4911
13053,3,1100,11,9,2,1,4,13405
13054,1,475,35,2,2,10,1,4992
13055,1,584,20,3,8,3,10,6110
13056,3,991,27,2,5,5,2,11042
13057,1,403,22,9,1,9,9,4788
13058,3,928,9,3,10,10,2,10849
13059,1,455,29,7,9,8,8,4684
13060,2,479,35,6,2,9,5,4835
13061,3,1195,38,2,7,9,2,11763
13062,2,424,1,6,7,1,6,5151
13063,2,367,22,7,8,3,10,4186
13064,1,434,21,8,6,4,1,4874
13065,2,372,28,2,4,10,4,4428
13066,1,518,2,10,7,10,6,6694
13067,1,534,39,1,8,3,2,6172
13068,3,908,40,1,10,7,4,11192
13069,1,462,10,1,3,8,5,5453
13070,1,566,30,3,6,10,7,6360
13071,1,407,27,7,4,10,5,5094
13072,3,885,12,10,9,9,10,11473
13073,2,623,40,9,1,1,1,6736
13074,1,550,14,6,10,5,5,6098
13075,2,440,29,2,1,10,6,4637
13076,1,482,9,3,6,3,6,5248
13077,1,465,4,8,2,8,5,5324
13078,3,1228,30,4,5,10,3,12037
13079,1,542,11,6,5,1,10,6770
13080,1,503,27,3,10,1,1,6436
13081,3,1307,23,5,2,4,3,13823
13082,1,377,5,7,3,2,10,4326
13083,3,890,18,10,4,8,8,9484
13084,2,439,30,3,5,2,2,5192
13085,3,1125,14,6,8,4,7,11548
13086,3,1034,5,9,3,4,3,13546
13087,2,532,27,6,4,6,7,6683
13088,3,1276,14,4,4,7,3,13566
13089,2,549,20,1,4,5,2,6237
13090,2,557,32,7,9,7,7,6639
13091,2,487,11,9,8,10,2,4925
13092,3,1303,22,6,9,9,7,13867
13093,1,416,9,10,1,7,1,5452
13094,2,355,8,6,2,2,10,4070
13095,3,1154,3,1,3,7,10,12790
13096,1,572,2,1,8,4,10,6554
13097,1,573,39,2,9,7,8,6785
13098,3,855,29,4,9,6,10,10347
13099,3,1110,1,3,9,5,8,13445
13100,2,423,36,3,9,3,5,4645
13101,3,1020,14,1,7,6,4,13236
13102,1,421,35,3,1,1,5,5326
13103,1,640,2,8,6,2,5,6748
13104,1,513,19,10,2,6,3,6458
13105,1,626,18,8,8,1,5,6020
13106,2,491,17,7,9,1,8,4603
13107,2,469,14,9,5,6,1,4542
13108,1,622,16,2,3,1,2,6824
13109,3,1132,4,4,5,5,7,12386
13110,1,486,38,1,5,10,3,4798
13111,1,499,5,8,3,7,5,4915
13112,3,860,2,2,3,1,2,10555
13113,3,1161,25,9,6,5,9,12477
13114,2,489,21,3,7,1,10,4769
13115,3,1369,29,6,1,8,1,12919
13116,3,1071,7,7,8,1,1,11650
13117,2,612,33,8,4,7,3,6026
13118,2,594,38,7,10,1,9,6840
13119,2,397,38,2,6,5,7,4320
13120,2,559,12,8,7,5,2,6851
13121,1,441,35,5,9,3,3,5475
13122,1,435,1,4,9,6,6,5489
13123,2,460,28,10,10,8,3,5384
13124,2,511,11,2,8,10,8,6228
13125,3,1328,33,1,7,1,1,12082
13126,1,537,2,4,10,7,8,6336
13127,2,369,22,9,6,7,4,3774
13128,3,1077,3,8,10,6,5,12674
13129,1,422,2,6,10,1,8,5224
13130,3,950,31,6,9,4,9,10615
13131,2,554,16,7,5,1,6,6587
13132,3,1060,30,5,1,6,2,11757
13133,2,423,21,1,8,2,4,4966
13134,1,401,34,4,3,5,4,3738
13135,3,1121,14,8,8,1,9,11668
13136,2,543,20,10,9,1,3,6223
13137,2,418,24,1,3,9,5,4565
13138,2,456,7,3,8,7,1,5137
13139,3,1308,8,9,10,3,5,12289
13140,2,580,39,6,8,6,9,6276
13141,1,410,21,1,3,3,3,4597
13142,2,472,36,8,4,4,1,4854
13143,1,600,16,5,4,5,9,6318
13144,1,610,23,1,1,6,1,6097
13145,2,403,33,2,4,9,8,4688
13146,3,917,30,6,8,5,4,10224
13147,1,459,19,6,7,7,10,5377
13148,2,610,24,5,10,5,10,6703
13149,1,440,40,10,2,1,4,4701
13150,2,530,24,2,1,5,10,6469
13151,1,406,23,5,9,9,4,5323
13152,2,527,31,10,5,9,10,6448
13153,3,1003,39,7,6,1,4,13774
13154,3,1084,11,7,3,3,3,12468
13155,2,439,5,7,6,7,10,5261
13156,1,445,37,4,9,1,3,5323
13157,2,388,12,10,4,10,3,4464
13158,3,939,6,5,10,4,1,9512
13159,2,465,31,3,1,6,7,5006
13160,1,556,36,10,9,2,8,6952
13161,1,427,26,3,1,1,7,5240
13162,1,386,25,2,10,8,3,3729
13163,3,944,8,2,1,7,8,10899
13164,2,542,12,2,10,9,9,6349
13165,3,1108,8,3,2,5,4,13447
13166,3,978,6,2,2,6,4,9327
13167,3,1028,40,10,7,2,6,12343
13168,1,385,6,6,10,1,4,4448
13169,2,597,32,10,6,10,4,6374
13170,2,392,31,1,5,2,6,3918
13171,3,930,34,5,4,6,2,10117
13172,1,524,30,3,5,6,5,6148
13173,3,1386,14,4,3,7,9,11688
13174,3,827,29,7,10,8,5,7903
13175,1,404,15,9,7,5,3,4736
13176,2,594,33,1,1,4,5,6621
13177,2,407,11,8,1,10,9,4962
13178,2,409,12,10,10,7,5,4836
13179,1,409,13,8,7,1,1,4999
13180,1,522,12,3,3,8,2,6191
13181,2,466,33,2,4,8,10,4592
13182,1,460,31,3,8,8,6,5495
13183,3,1116,15,1,6,7,8,11616
13184,1,443,18,1,9,1,8,5099
13185,2,363,31,7,10,10,10,4237
13186,2,453,29,3,7,3,2,4853
13187,1,536,21,3,3,2,1,6066
13188,3,1102,12,8,3,6,1,12292
13189,1,525,2,8,1,9,6,6175
13190,1,381,2,10,4,7,1,3987
13191,3,915,2,6,6,10,7,10747
13192,2,534,8,5,7,3,3,6646
13193,2,585,29,8,10,3,1,6904
13194,3,1185,25,2,5,9,10,13829
13195,2,648,37,1,2,6,6,6110
13196,3,1200,22,9,4,3,5,13701
13197,1,405,39,8,8,5,4,4948
13198,2,635,12,9,5,9,5,6519
13199,1,513,32,9,10,8,10,6253
13200,3,1358,25,7,7,6,8,11616
13201,2,435,20,7,1,3,1,5080
13202,2,527,3,2,3,10,9,6288
13203,2,624,19,3,8,4,10,6749
13204,3,1235,21,3,8,2,8,11682
13205,1,383,31,6,3,5,8,4193
13206,1,354,4,1,5,10,2,4244
13207,2,442,38,3,4,4,4,4686
13208,3,844,30,7,2,6,8,7803
13209,1,626,33,6,9,3,9,6371
13210,3,915,29,1,6,5,10,9032
13211,2,522,26,3,8,1,8,6633
13212,1,451,32,8,2,5,3,5358
13213,1,519,25,10,7,7,10,6351
13214,2,513,4,8,9,5,5,6958
13215,1,454,10,2,4,4,1,5444
13216,2,470,37,5,3,7,10,4914
13217,2,482,39,5,5,9,9,4764
13218,1,549,17,9,4,10,6,6741
13219,2,466,40,7,1,6,7,5053
13220,3,942,14,9,10,6,7,10562
13221,1,537,31,1,8,2,2,6416
13222,1,489,30,7,4,1,2,4941
13223,2,396,33,5,6,10,2,4118
13224,1,472,14,6,7,4,2,5172
13225,2,381,17,1,4,9,8,3790
13226,3,1109,31,5,8,3,6,12425
13227,3,1242,8,2,3,4,10,12796
13228,2,534,21,9,1,1,1,6482
13229,1,615,40,6,9,2,7,6469
13230,2,467,40,1,6,8,8,5222
13231,3,1322,23,4,7,9,3,12733
13232,3,999,11,5,6,1,8,10907
13233,1,491,36,6,1,4,5,4656
13234,1,459,15,9,10,10,3,4975
13235,1,545,9,5,8,9,3,6253
13236,2,470,40,1,6,6,9,4940
13237,3,1196,40,7,2,7,6,11637
13238,1,439,39,5,3,7,1,4634
13239,3,959,14,7,5,3,9,10157
13240,3,988,3,1,9,10,6,9526
13241,2,523,36,2,4,1,6,6323
13242,3,1226,2,1,6,1,6,13070
13243,3,1144,26,10,3,1,3,11513
13244,3,1275,35,10,2,7,7,11638
13245,3,1039,27,6,8,2,4,12593
13246,2,452,12,2,10,10,10,4624
13247,1,357,13,1,8,8,1,4322
13248,1,595,15,5,7,10,7,6308
13249,2,478,10,3,6,2,1,4600
13250,3,959,28,1,1,4,9,11213
13251,1,397,5,3,1,2,3,4191
13252,1,436,32,6,2,9,4,4951
13253,1,577,5,2,2,1,4,6248
13254,1,613,33,3,9,5,8,6939
13255,2,650,2,4,10,6,9,6531
13256,3,1352,30,10,8,8,2,11827
13257,3,1006,11,1,9,9,4,13731
13258,2,466,30,1,9,5,4,5268
13259,1,356,13,8,10,6,2,4337
13260,1,433,1,8,2,9,9,4917
13261,1,469,13,2,8,4,5,5301
13262,1,470,21,4,7,4,4,4609
13263,3,1400,1,5,7,1,1,11552
13264,1,397,33,4,2,8,3,4473
13265,3,1063,35,1,9,2,10,13025
13266,3,1357,29,8,10,9,10,13571
13267,1,603,2,9,1,7,4,6378
13268,3,890,9,3,5,8,2,10387
13269,3,829,11,1,5,7,1,8568
13270,3,1049,13,4,3,10,9,11785
13271,1,542,3,8,5,7,8,6400
13272,3,1368,5,2,3,5,4,12362
13273,3,1316,25,1,2,9,5,11959
13274,3,1127,40,10,7,1,8,13959
13275,2,528,30,4,10,2,4,6639
13276,3,1023,26,2,2,10,10,11658
